AT5G17800	AT3G09220,AT1G04730,AT5G46640,AT2G47550,AT2G46040,AT4G23500,AT4G18670,AT2G21430,AT3G60870,AT3G23930,AT1G68400,AT2G27180,AT1G22640,AT3G45310,AT1G73080,AT4G30860,AT3G61820,AT4G04695,AT1G79360,AT1G66810,AT2G30505,AT5G08250,AT5G19120,AT3G44960,AT3G46720,AT5G20790,AT3G10960,AT1G23760,AT2G27080,AT3G02875,AT3G04620,AT2G48090,AT2G19800,AT2G34850,AT4G23515,AT4G25835,AT5G44780,AT3G02120,AT5G15180,AT1G77390,AT2G23060,AT5G01380,AT1G63930,AT5G54100,AT1G03850,AT1G23060,AT5G12880,AT3G43110,AT1G73640,AT5G59760,AT5G58910,AT1G77885,AT5G13520,AT3G48240,AT2G39900,AT5G01040,AT5G47160,AT3G49960,AT1G05660,AT4G13580,AT1G77280,AT5G35190,AT1G66050,AT4G11211,AT5G60760,AT3G49930,AT2G35290,AT1G79120,AT5G57420,AT1G04250,AT4G15740,AT1G29230,AT3G05140,AT1G55290,AT1G72210,AT3G51300,AT4G31250,AT1G06080,AT5G55180,AT2G34190,AT1G77110,AT4G13370,AT1G61255,AT4G27730,AT3G51230,AT1G74630,AT3G25730,AT1G09610,AT5G02190,AT3G26750,AT1G14260,AT4G14780,AT1G70560,AT3G51350,AT3G48980,AT4G11350,AT5G66650,AT5G41570,AT1G70210,AT2G22610,AT1G53070,AT2G23290,AT1G21010,AT1G58470,AT5G14730,AT1G10380,AT5G60200,AT5G26310,AT3G24840,AT4G29270,AT1G09794,AT1G57590,AT5G01730,AT3G61160,AT5G01190,AT4G13100,AT3G44610,AT1G28390,AT3G10190
AT3G04030	AT4G09300,AT1G23140,AT3G02980,AT5G56040,AT1G18590,AT3G02870,AT5G47740,AT4G33770,AT2G23760,AT1G64530,AT5G41850,AT5G16570,AT1G70505,AT3G06020,AT1G49560,AT3G55840,AT4G18340,AT2G46650,AT5G13820,AT1G68600,AT4G32870,AT1G13920,AT3G46090,AT5G62730,AT3G15510,AT5G23020,AT1G73630,AT5G65090,AT5G45380,AT2G40270,AT4G31380,AT2G40230,AT1G17260,AT4G33490,AT1G26200,AT1G23110,AT1G23060,AT5G46600,AT5G24380,AT4G39640,AT3G44510,AT2G42690,AT3G47860,AT3G03530,AT1G80130,AT3G48610,AT5G17240,AT4G33550,AT3G04760,AT5G63780,AT1G48370,AT3G07800,AT1G17147,AT3G62930,AT5G03995,AT1G25550,AT5G24120,AT1G27620,AT5G58690,AT2G20030,AT4G27435,AT2G11810,AT5G46710,AT3G53150,AT2G35930,AT4G04955,AT5G44190,AT1G65481,AT5G35370,AT1G54575,AT5G46871,AT5G04980,AT1G13210,AT1G07640,AT3G53960,AT5G59050,AT4G10120,AT5G54570,AT2G19690,AT5G20410,AT5G64480,AT2G05540,AT5G45810,AT3G47420,AT1G76240,AT3G17040,AT1G79520,AT4G09950,AT5G47240,AT3G03910,AT4G23000,AT5G22300,AT5G09820,AT5G04680,AT2G40180,AT4G36870,AT3G19850,AT5G56460,AT1G17970,AT1G60010,AT1G71697,AT4G38970,AT2G40390,AT5G62840,AT2G36630,AT1G09350,AT5G11600,AT1G24330,AT5G67280,AT3G43190,AT4G39810,AT4G22980,AT1G10470,AT3G25610,AT4G24265,AT5G43150
AT5G46590	AT4G09300,AT3G28340,AT4G14650,AT1G71015,AT3G04070,AT2G01950,AT1G73340,AT1G63530,AT4G31620,AT2G36690,AT4G23030,AT1G73160,AT3G18900,AT2G02780,AT1G78290,AT3G14370,AT1G78940,AT3G55840,AT1G68740,AT1G55120,AT5G02400,AT2G17710,AT5G04150,AT5G42010,AT1G78520,AT4G05170,AT4G22900,AT3G60110,AT4G34930,AT3G08040,AT5G46510,AT1G61050,AT1G60750,AT1G26390,AT5G38310,AT3G50400,AT3G50230,AT1G34180,AT3G49845,AT2G01880,AT4G01360,AT1G23150,AT5G58010,AT1G32930,AT5G07100,AT3G17280,AT5G10520,AT3G16350,AT5G05890,AT3G15700,AT2G30250,AT5G43420,AT3G26330,AT5G22310,AT5G17240,AT5G24290,AT5G11100,AT1G77580,AT5G16410,AT3G25590,AT3G61560,AT4G24010,AT2G34610,AT5G44540,AT2G40670,AT1G55740,AT3G24240,AT3G27630,AT3G46890,AT3G62740,AT3G42640,AT1G79410,AT3G13700,AT5G25370,AT2G20030,AT1G68620,AT1G48260,AT5G61280,AT3G17690,AT2G43840,AT4G25220,AT1G54790,AT2G15760,AT1G51800,AT2G32660,AT3G15770,AT1G61820,AT2G45760,AT1G26970,AT3G19270,AT1G49050,AT4G19720,AT3G13782,AT5G04980,AT4G12730,AT1G13700,AT3G49070,AT5G43520,AT1G49960,AT5G04700,AT2G36650,AT4G27730,AT4G23450,AT3G45960,AT4G26580,AT3G25730,AT5G45810,AT5G60530,AT3G04370,AT5G64000,AT1G76780,AT1G77380,AT5G60520,AT5G04680,AT1G52660,AT3G19615,AT4G25000,AT1G58120,AT3G01290,AT1G60030,AT5G42680,AT3G10870,AT3G18660,AT3G47780,AT3G25570,AT4G13620,AT4G37770,AT2G30400,AT3G28510,AT1G08340,AT4G25820,AT5G06230,AT4G08160,AT5G35735,AT5G02170,AT3G45610,AT1G14390,AT4G28500,AT2G43230,AT3G25600,AT2G44830,AT5G01360,AT5G17220,AT1G76040,AT5G10100,AT5G45850,AT1G31550,AT5G11990,AT1G10090,AT4G39340,AT4G37160,AT4G04490,AT2G18150,AT3G59220
